客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00000422,郭彦,男,1989-04-30,37,中青,已婚,三代同堂,2,0,本科,1,教师,23700.09,<5万,山东,二线,华东,代理人拓展,2018-01-22,1,3230.16,大众,低风险,5,沉睡,23.51,0.3874,0.6956,0,0
CUST00000423,沈泽晨,男,1970-12-26,55,中年,已婚,三代同堂,0,1,高中及以下,3,工人,63663.63,5-10万,青海,四线及以下,西北,广告投放,2025-03-10,0,0.0,低价值,中风险,8,一般,32.3,0.5066,0.7685,0,0
CUST00000424,段涛翔,男,2026-03-04,0,少儿,未婚,单身,0,0,大专,1,公务员,160569.33,10-20万,北京,二线,华北,自然流量,2024-03-09,0,0.0,低价值,低风险,5,一般,52.15,0.5355,0.8814,0,0
CUST00000425,卢颖欣,女,1946-10-18,79,老年,丧偶,独居老人,0,0,高中及以下,1,医生,37617.57,<5万,吉林,二线,东北,代理人拓展,2023-03-19,0,0.0,低价值,中低风险,6,活跃,56.42,0.7166,0.825,0,0
CUST00000426,段敏雅,女,1980-01-06,46,中年,已婚,四口之家,2,1,大专,2,服务业,114103.15,10-20万,山东,三线,华东,活动获客,2025-01-20,1,4429.54,高净值,中低风险,8,一般,38.24,0.5407,0.7305,0,1
CUST00000427,廖恒勇,男,1949-03-02,77,老年,已婚,空巢,0,0,大专,1,教师,22749.12,<5万,山东,四线及以下,华东,转介绍,2024-09-01,5,6344.01,核心,中风险,4,沉睡,14.25,0.7242,0.8154,0,4
CUST00000428,马娟霞,女,1965-03-09,61,中老,已婚,三口之家,1,1,硕士,1,IT技术,98463.59,5-10万,福建,新一线,华东,自然流量,2018-01-14,1,1276.46,大众,中风险,10,活跃,63.38,0.6626,0.8152,0,0
CUST00000429,郝毅鹏,男,1956-02-02,70,老年,丧偶,空巢,1,0,大专,3,工人,37062.6,<5万,北京,三线,华北,自然流量,2019-06-03,3,2910.66,大众,高风险,6,一般,47.32,0.6947,0.8393,0,4
CUST00000430,洪婉瑶,女,1987-04-25,39,中青,已婚,三代同堂,0,0,高中及以下,1,IT技术,23041.55,<5万,云南,三线,西南,自然流量,2023-04-20,4,11909.91,核心,中低风险,8,沉睡,12.59,0.5689,0.8377,0,1
CUST00000431,顾凤艳,女,1981-04-27,45,中青,未婚,四口之家,2,0,高中及以下,0,退休,21630.55,<5万,西藏,三线,西南,自然流量,2019-09-08,2,7785.3099999999995,核心,低风险,7,一般,33.79,0.5682,0.73,0,3
CUST00000432,冯云雪,女,1984-10-18,41,中青,已婚,二人世界,0,0,本科,2,个体经营,239945.08,20-50万,福建,一线,华东,代理人拓展,2020-08-19,1,1379.43,核心,中风险,1,一般,46.78,0.5067,0.849,0,1
CUST00000433,邹琴,女,1992-06-23,33,青壮,已婚,单身,0,1,本科,3,工人,46556.41,<5万,山西,三线,华北,广告投放,2024-09-16,0,0.0,低价值,中高风险,6,活跃,62.93,0.6959,0.6924,0,0
CUST00000434,马慧,女,1977-12-03,48,中年,已婚,二人世界,0,0,高中及以下,1,企业职员,106478.49,10-20万,青海,一线,西北,活动获客,2018-10-14,3,4914.23,高净值,中低风险,4,活跃,78.64,0.7435,0.9249,0,3
CUST00000435,程逸杰,男,1970-07-05,55,中年,已婚,空巢,1,1,高中及以下,1,医生,51764.81,5-10万,云南,三线,西南,企业合作,2024-08-28,4,3536.38,核心,中低风险,11,一般,39.61,0.4519,0.9189,0,1
CUST00000436,方亮哲,男,1984-04-08,42,中青,已婚,三口之家,1,0,本科,0,学生,54998.17,5-10万,福建,三线,华东,企业合作,2023-04-08,2,2672.61,核心,低风险,7,活跃,71.59,0.7499,0.8605,0,0
CUST00000437,黄浩,男,1969-06-18,56,中老,已婚,空巢,0,0,高中及以下,1,教师,23679.11,<5万,贵州,新一线,西南,企业合作,2021-01-19,3,4201.57,大众,中风险,0,流失,7.23,0.4448,0.872,0,2
CUST00000438,许月,女,1996-10-30,29,青壮,已婚,三代同堂,1,1,本科,1,医生,11612.61,<5万,江苏,四线及以下,华东,代理人拓展,2020-04-05,1,2635.16,大众,中低风险,3,一般,47.36,0.6591,0.7277,0,0
CUST00000439,曹霞月,女,1941-09-17,84,老年,丧偶,二人世界,1,0,本科,1,企业职员,119602.99,10-20万,重庆,一线,西南,转介绍,2024-06-17,0,0.0,低价值,中高风险,6,活跃,76.18,0.6474,0.6043,0,0
CUST00000440,罗文,女,2006-05-07,20,青年,未婚,单身,0,0,高中及以下,1,医生,15933.0,<5万,河南,四线及以下,华中,代理人拓展,2025-08-05,1,2442.59,大众,中低风险,10,活跃,67.89,0.6827,0.6406,0,1
CUST00000441,施敏文,女,1999-10-24,26,青壮,已婚,二人世界,0,0,高中及以下,2,自由职业,38190.74,<5万,上海,二线,华东,活动获客,2023-09-22,1,2022.75,大众,中风险,6,一般,45.06,0.5853,0.8659,0,1
CUST00000442,秦亮,男,1977-01-17,49,中年,已婚,单身,0,1,博士,1,教师,153933.14,10-20万,贵州,新一线,西南,自然流量,2021-01-02,2,3013.5299999999997,高净值,低风险,25,高度活跃,91.39,0.7469,0.8984,0,0
CUST00000443,彭怡,女,1988-07-10,37,中青,已婚,单身,0,1,大专,1,医生,403667.54,20-50万,上海,新一线,华东,活动获客,2025-09-02,4,3725.58,高净值,低风险,0,流失,9.49,0.4868,0.9193,0,7
CUST00000444,张哲远,男,1965-08-24,60,中老,离异,三代同堂,3,0,大专,1,公务员,10028.39,<5万,新疆,四线及以下,西北,活动获客,2020-09-19,4,9422.84,大众,中高风险,7,沉睡,15.02,0.5835,0.8211,0,2
CUST00000445,沈睿平,男,1957-07-31,68,老年,丧偶,独居老人,2,0,本科,2,自由职业,26764.3,<5万,山西,一线,华北,代理人拓展,2022-05-04,1,833.56,低价值,中风险,6,沉睡,29.14,0.5616,0.7036,0,0
CUST00000446,戴佳,女,1982-07-16,43,中青,已婚,单身,0,1,硕士,2,自由职业,147339.27,10-20万,青海,新一线,西北,转介绍,2023-03-19,2,7715.08,高净值,中风险,0,活跃,57.26,0.6707,0.8913,0,1
CUST00000447,白雅,女,1968-09-18,57,中老,已婚,三代同堂,1,1,博士,0,学生,92009.89,5-10万,安徽,二线,华东,广告投放,2020-05-25,4,5165.98,高净值,中低风险,7,一般,34.61,0.6108,0.911,0,1
CUST00000448,薛丹,女,1981-03-07,45,中青,已婚,三口之家,1,0,本科,2,自由职业,52290.63,5-10万,湖北,三线,华中,自然流量,2020-01-04,3,3993.29,核心,中风险,5,一般,54.78,0.7273,0.8689,1,3
CUST00000449,郑杰楷,男,1987-02-21,39,中青,已婚,二人世界,0,1,大专,1,企业职员,76588.27,5-10万,宁夏,二线,西北,转介绍,2023-03-01,2,5717.08,高净值,中低风险,4,沉睡,22.27,0.6248,0.8667,0,0
CUST00000450,林瑶兰,女,1988-07-25,37,中青,未婚,三口之家,1,0,高中及以下,2,个体经营,114738.62,10-20万,黑龙江,新一线,东北,自然流量,2018-05-24,6,22216.780000000002,高净值,中低风险,9,沉睡,18.47,0.5367,0.8943,0,0
CUST00000451,陆辰强,男,2020-10-19,5,少儿,未婚,单身,0,0,本科,2,农民,27100.47,<5万,河南,新一线,华中,广告投放,2024-03-06,3,6512.71,核心,中低风险,8,一般,42.86,0.6291,0.814,0,2
CUST00000452,史静瑶,女,1978-07-16,47,中年,已婚,二人世界,0,1,本科,2,服务业,52715.34,5-10万,福建,新一线,华东,企业合作,2021-01-27,4,7652.87,高净值,中低风险,4,活跃,55.39,0.793,0.9254,0,1
CUST00000453,孔诗,女,1971-08-22,54,中年,离异,空巢,0,0,大专,1,医生,89319.78,5-10万,陕西,新一线,西北,自然流量,2019-12-01,2,8421.779999999999,高净值,中低风险,8,沉睡,21.77,0.413,0.8756,0,1
CUST00000454,万辉,男,1999-10-23,26,青壮,未婚,单身,0,0,硕士,1,医生,154012.59,10-20万,黑龙江,二线,东北,广告投放,2018-04-24,0,0.0,低价值,低风险,7,一般,41.56,0.5347,0.8692,0,0
CUST00000455,张林晨,男,1962-04-15,64,中老,未婚,二人世界,0,1,高中及以下,1,企业职员,116764.47,10-20万,福建,三线,华东,自然流量,2024-02-01,3,12888.41,高净值,中高风险,4,活跃,59.6,0.7253,0.8937,0,0
CUST00000456,谢景晨,男,1982-06-12,43,中青,已婚,二人世界,0,1,大专,2,自由职业,129163.99,10-20万,山东,新一线,华东,自然流量,2018-09-28,2,3663.7299999999996,高净值,中风险,4,沉睡,12.22,0.5226,0.8773,0,5
CUST00000457,万琪,女,2000-03-03,26,青壮,未婚,单身,0,0,高中及以下,1,金融从业,34524.43,<5万,青海,二线,西北,广告投放,2018-03-04,3,8760.689999999999,核心,中低风险,4,沉睡,24.56,0.5702,0.8956,0,1
CUST00000458,于勇华,男,1985-03-06,41,中青,已婚,三代同堂,1,0,大专,1,公务员,27287.28,<5万,安徽,二线,华东,自然流量,2020-10-04,3,2456.7,大众,低风险,4,活跃,72.8,0.6839,0.7637,0,5
CUST00000459,董瑶,女,1998-04-08,28,青壮,离异,三口之家,1,1,高中及以下,1,企业职员,12100.77,<5万,湖南,四线及以下,华中,广告投放,2025-10-14,2,1461.65,低价值,中低风险,26,高度活跃,81.83,0.8297,0.7698,0,0
CUST00000460,沈丹,女,1999-05-06,27,青壮,已婚,二人世界,0,0,高中及以下,2,个体经营,11862.47,<5万,山东,四线及以下,华东,自然流量,2021-11-28,1,1177.73,低价值,中低风险,5,一般,54.57,0.561,0.6443,0,0
CUST00000461,侯洁萍,女,1969-01-22,57,中老,已婚,二人世界,0,1,高中及以下,2,服务业,39781.73,<5万,河南,三线,华中,自然流量,2024-03-22,1,1172.06,大众,中风险,7,一般,33.95,0.5224,0.8047,0,0
CUST00000462,段剑远,男,1992-07-29,33,青壮,已婚,三口之家,1,0,本科,1,医生,93177.59,5-10万,四川,新一线,西南,广告投放,2023-06-06,4,8018.43,高净值,中低风险,7,一般,33.22,0.7148,0.9337,0,2
CUST00000463,宋霞,女,1992-07-21,33,青壮,未婚,三代同堂,1,1,本科,3,工人,42669.17,<5万,河南,一线,华中,广告投放,2024-01-18,4,6525.13,核心,中风险,5,活跃,78.12,0.7987,0.8968,0,5
CUST00000464,何文,男,1966-12-12,59,中老,已婚,三口之家,0,0,本科,0,学生,44128.85,<5万,海南,二线,华南,自然流量,2024-08-25,1,5219.55,核心,中低风险,3,一般,33.43,0.5968,0.7609,0,1
CUST00000465,孙婷佳,女,1989-02-08,37,中青,已婚,三口之家,1,0,硕士,2,自由职业,215801.15,20-50万,山东,新一线,华东,广告投放,2018-11-14,3,6975.44,高净值,中低风险,15,沉睡,29.4,0.664,0.9196,0,1
CUST00000466,黄红,女,1976-01-31,50,中年,离异,二人世界,0,1,大专,1,公务员,65097.71,5-10万,天津,二线,华北,企业合作,2025-07-18,3,7901.25,高净值,中低风险,9,一般,40.65,0.5677,0.844,0,6
CUST00000467,范琪芳,女,1980-07-05,45,中青,已婚,三口之家,1,0,高中及以下,1,IT技术,37442.09,<5万,甘肃,三线,西北,活动获客,2024-11-08,2,2514.27,大众,低风险,7,一般,54.15,0.6587,0.7737,0,2
CUST00000468,孟慧,女,1997-05-11,29,青壮,已婚,三代同堂,1,0,本科,2,个体经营,39139.91,<5万,山东,四线及以下,华东,自然流量,2021-07-16,0,0.0,低价值,中低风险,7,一般,53.81,0.5161,0.7097,0,0
CUST00000469,刘毅,男,1979-05-16,47,中年,已婚,单身,0,1,高中及以下,2,自由职业,56079.67,5-10万,河北,四线及以下,华北,广告投放,2024-07-19,1,1494.5,大众,中风险,11,一般,36.74,0.6707,0.6858,0,0
CUST00000470,钱霞蕾,女,1993-05-09,33,青壮,离异,二人世界,0,1,硕士,0,学生,105947.11,10-20万,河南,二线,华中,活动获客,2020-11-29,3,4494.58,高净值,低风险,5,一般,39.21,0.6834,0.8758,0,3
CUST00000471,田恒,男,1977-07-17,48,中年,已婚,三口之家,1,0,高中及以下,2,服务业,19192.67,<5万,青海,三线,西北,自然流量,2019-02-18,1,1670.02,大众,中风险,11,一般,45.83,0.6487,0.7694,0,1
CUST00000472,宋睿远,男,2012-04-24,14,少儿,未婚,单身,0,0,硕士,1,公务员,47308.09,<5万,贵州,二线,西南,企业合作,2021-05-30,2,2112.1099999999997,大众,低风险,0,流失,8.86,0.534,0.7309,0,3
CUST00000473,邱辉飞,男,1946-07-06,79,老年,未婚,三代同堂,0,0,高中及以下,1,公务员,77009.78,5-10万,四川,一线,西南,代理人拓展,2021-07-28,2,2974.4399999999996,核心,中高风险,25,高度活跃,81.52,0.8174,0.7832,0,3
CUST00000474,蔡斌,男,1994-03-27,32,青壮,已婚,二人世界,0,1,硕士,2,服务业,11387.79,<5万,吉林,三线,东北,企业合作,2018-08-13,6,10500.54,大众,中风险,12,沉睡,23.96,0.5834,0.8647,0,0
CUST00000475,张彦瑞,男,1980-11-17,45,中青,已婚,三口之家,1,0,大专,2,服务业,80520.37,5-10万,贵州,一线,西南,企业合作,2022-01-20,6,12739.58,高净值,中风险,7,活跃,58.01,0.7019,0.8999,0,2
CUST00000476,沈彦,男,1992-06-13,33,青壮,已婚,三口之家,1,0,博士,2,农民,103679.46,10-20万,吉林,二线,东北,活动获客,2021-03-23,2,5064.41,高净值,中风险,5,一般,44.17,0.6083,0.8749,0,3
CUST00000477,王剑恒,男,1995-04-20,31,青壮,已婚,三代同堂,4,0,高中及以下,2,农民,13822.39,<5万,新疆,二线,西北,活动获客,2024-05-16,2,1437.62,低价值,中风险,4,一般,39.52,0.5955,0.7599,0,0
CUST00000478,丁慧,女,1982-02-22,44,中青,已婚,二人世界,0,0,本科,1,公务员,21884.61,<5万,河南,三线,华中,活动获客,2021-10-08,0,0.0,低价值,低风险,8,活跃,57.63,0.6548,0.6898,0,0
CUST00000479,尹慧燕,女,1979-09-14,46,中年,已婚,三代同堂,1,0,硕士,1,企业职员,110807.58,10-20万,河北,三线,华北,企业合作,2025-08-08,4,3435.9500000000003,核心,低风险,9,一般,39.04,0.7199,0.9233,0,1
CUST00000480,于翔,男,1951-08-19,74,老年,丧偶,单身,0,0,大专,0,退休,59813.06,5-10万,湖南,二线,华中,活动获客,2019-09-13,1,17802.52,高净值,中低风险,9,一般,35.93,0.5497,0.8006,0,0
CUST00000481,罗华逸,男,2025-06-28,0,少儿,未婚,单身,0,0,本科,2,自由职业,45007.16,<5万,吉林,三线,东北,转介绍,2026-04-11,3,3591.56,核心,中风险,7,沉睡,21.66,0.638,0.874,0,3
CUST00000482,叶涛楷,男,2022-05-18,4,少儿,未婚,单身,0,0,本科,3,工人,96452.65,5-10万,云南,新一线,西南,转介绍,2025-03-05,3,2731.08,核心,中高风险,5,沉睡,28.25,0.5602,0.8506,0,4
CUST00000483,何萱莉,女,1993-08-23,32,青壮,已婚,三口之家,1,1,大专,2,服务业,54302.22,5-10万,江苏,二线,华东,企业合作,2024-12-11,1,615.25,大众,中风险,7,一般,43.62,0.518,0.7161,0,3
CUST00000484,万彦泽,男,1981-02-07,45,中青,已婚,三口之家,1,1,本科,1,IT技术,100040.35,10-20万,青海,三线,西北,自然流量,2020-10-04,1,790.99,大众,中低风险,4,一般,39.03,0.6182,0.8518,0,0
CUST00000485,袁皓,男,1962-11-18,63,中老,已婚,空巢,0,1,本科,2,农民,45694.15,<5万,宁夏,三线,西北,活动获客,2023-05-23,3,8168.8,核心,中高风险,7,一般,34.1,0.6159,0.8465,0,0
CUST00000486,孔宇瀚,男,1961-07-15,64,中老,已婚,二人世界,0,1,硕士,1,医生,16180.61,<5万,陕西,四线及以下,西北,代理人拓展,2026-03-04,5,6544.08,大众,中风险,9,沉睡,11.8,0.6335,0.9035,0,1
CUST00000487,杨宁,男,1974-07-13,51,中年,已婚,三口之家,0,0,高中及以下,2,服务业,146185.2,10-20万,内蒙古,新一线,华北,活动获客,2021-05-06,1,2085.74,核心,中风险,5,活跃,67.44,0.6501,0.8541,0,0
CUST00000488,邓宇超,男,2001-03-24,25,青年,未婚,单身,0,0,高中及以下,1,IT技术,32589.25,<5万,西藏,三线,西南,代理人拓展,2021-07-23,4,10576.63,核心,中低风险,7,一般,33.52,0.598,0.8736,0,2
CUST00000489,汪雪,女,1987-12-14,38,中青,未婚,三口之家,1,0,硕士,0,退休,41619.02,<5万,宁夏,三线,西北,活动获客,2021-04-10,3,6239.55,核心,低风险,4,沉睡,26.17,0.6275,0.88,0,2
CUST00000490,白红,女,1969-02-24,57,中老,已婚,二人世界,1,1,硕士,2,个体经营,18674.92,<5万,广西,四线及以下,华南,自然流量,2025-10-02,2,3720.36,大众,中高风险,6,一般,46.36,0.5155,0.6775,0,5
CUST00000491,许梦,女,1986-10-23,39,中青,离异,二人世界,0,1,大专,3,工人,87289.49,5-10万,云南,新一线,西南,企业合作,2019-05-23,2,2881.0,核心,中风险,5,一般,54.08,0.6821,0.8956,0,0
CUST00000492,邓敏,女,1967-08-12,58,中老,已婚,空巢,2,0,本科,0,学生,38611.47,<5万,宁夏,三线,西北,转介绍,2019-02-09,2,3640.51,核心,中风险,7,活跃,58.15,0.7716,0.853,0,1
CUST00000493,冯文,女,1988-02-08,38,中青,已婚,三口之家,1,1,高中及以下,0,退休,75690.06,5-10万,西藏,三线,西南,转介绍,2021-07-18,3,9614.619999999999,高净值,低风险,3,一般,47.66,0.7003,0.83,0,0
CUST00000494,戴晨景,男,1978-04-22,48,中年,已婚,三口之家,1,0,高中及以下,1,公务员,36658.61,<5万,贵州,新一线,西南,转介绍,2023-05-13,0,0.0,低价值,中低风险,12,一般,33.49,0.6611,0.5985,0,0
CUST00000495,阎婉,女,1980-05-12,46,中年,已婚,二人世界,0,1,大专,1,企业职员,28319.74,<5万,广东,二线,华南,转介绍,2025-09-20,1,2615.67,大众,中低风险,8,一般,34.71,0.5867,0.7763,0,0
CUST00000496,郝晓萱,女,1988-05-14,38,中青,已婚,三代同堂,2,0,大专,2,自由职业,95276.5,5-10万,内蒙古,二线,华北,转介绍,2019-10-26,1,2472.43,核心,中风险,3,沉睡,22.82,0.6085,0.8008,0,1
CUST00000497,范超勇,男,1946-01-31,80,老年,已婚,三代同堂,4,0,本科,1,金融从业,80099.3,5-10万,安徽,三线,华东,转介绍,2023-12-19,4,2970.35,核心,中风险,5,一般,34.25,0.6816,0.8792,0,5
CUST00000498,雷燕,女,1974-06-20,51,中年,已婚,三口之家,0,0,高中及以下,1,IT技术,20213.04,<5万,四川,四线及以下,西南,活动获客,2022-07-08,4,13321.689999999999,核心,中低风险,3,沉睡,26.79,0.5042,0.8832,0,1
CUST00000499,孟轩晨,男,2022-02-23,4,少儿,未婚,单身,0,0,博士,2,农民,134581.09,10-20万,西藏,三线,西南,企业合作,2021-11-09,3,3818.33,高净值,中低风险,3,一般,37.32,0.6507,0.8231,0,4
CUST00000500,雷瑶,女,2001-01-03,25,青年,未婚,单身,0,0,博士,0,退休,81641.36,5-10万,福建,三线,华东,转介绍,2022-10-24,3,2145.07,核心,低风险,3,一般,42.32,0.6046,0.9088,0,6
CUST00000501,洪霞敏,女,2001-09-27,24,青年,已婚,二人世界,0,0,本科,1,IT技术,70523.8,5-10万,山东,二线,华东,自然流量,2023-02-17,4,6865.07,高净值,低风险,6,沉睡,26.79,0.6473,0.8606,1,5
CUST00000502,侯婷云,女,1989-10-06,36,中青,已婚,三口之家,1,1,大专,2,服务业,207059.48,20-50万,江苏,一线,华东,活动获客,2021-08-12,1,800.69,核心,中风险,12,活跃,71.48,0.6899,0.8619,1,0
CUST00000503,赵玲静,女,1996-02-23,30,青壮,已婚,单身,0,0,大专,2,个体经营,102494.88,10-20万,江西,新一线,华东,活动获客,2021-11-07,1,755.99,大众,中风险,6,活跃,78.21,0.6437,0.8114,1,2
CUST00000504,冯瑶雨,女,1979-04-20,47,中年,未婚,单身,0,1,本科,2,农民,53183.73,5-10万,贵州,二线,西南,代理人拓展,2021-11-19,3,6650.950000000001,核心,中低风险,13,沉睡,15.57,0.6476,0.8479,0,3
CUST00000505,姜莉,女,1964-04-13,62,中老,已婚,二人世界,0,0,本科,3,工人,154299.96,10-20万,北京,二线,华北,自然流量,2022-04-27,2,4378.93,高净值,高风险,9,一般,30.04,0.6393,0.9105,0,4
CUST00000506,洪莉,女,1987-03-15,39,中青,已婚,三口之家,1,0,高中及以下,0,退休,8920.79,<5万,重庆,新一线,西南,企业合作,2021-07-07,3,5952.03,大众,低风险,4,一般,42.8,0.7016,0.7979,0,0
CUST00000507,施刚轩,男,1997-04-30,29,青壮,已婚,单身,0,0,硕士,2,个体经营,377723.01,20-50万,天津,二线,华北,广告投放,2018-10-08,1,1245.46,高净值,中低风险,6,一般,40.5,0.5348,0.8705,0,0
CUST00000508,侯梦,女,1984-12-18,41,中青,已婚,三代同堂,1,1,本科,2,服务业,18139.16,<5万,吉林,二线,东北,广告投放,2024-10-03,2,3336.45,大众,中低风险,2,沉睡,27.54,0.6371,0.7946,0,0
CUST00000509,叶欢,女,1972-10-14,53,中年,已婚,单身,0,0,硕士,0,学生,75272.07,5-10万,西藏,新一线,西南,自然流量,2021-04-30,1,1755.15,大众,低风险,9,一般,53.93,0.4152,0.8391,0,0
CUST00000510,刘皓,男,1979-10-03,46,中年,已婚,三代同堂,0,1,本科,2,个体经营,58183.54,5-10万,黑龙江,二线,东北,转介绍,2019-09-29,0,0.0,低价值,中低风险,9,活跃,70.54,0.6936,0.8502,0,0
CUST00000511,郭思,男,1993-07-06,32,青壮,已婚,三代同堂,3,1,本科,1,企业职员,70250.86,5-10万,山东,新一线,华东,自然流量,2021-12-22,2,4368.75,核心,低风险,6,一般,40.04,0.6964,0.8424,0,1
CUST00000512,丁丹,女,1984-02-18,42,中青,已婚,二人世界,0,0,大专,1,医生,51473.46,5-10万,广东,四线及以下,华南,转介绍,2020-03-18,4,10018.12,高净值,低风险,9,沉睡,26.41,0.5789,0.9162,0,2
CUST00000513,孔勇明,男,1982-10-09,43,中青,已婚,三代同堂,0,0,硕士,1,教师,21414.69,<5万,海南,四线及以下,华南,广告投放,2024-07-23,2,2221.1800000000003,大众,低风险,4,活跃,70.76,0.7012,0.74,0,2
CUST00000514,董皓,男,1980-07-17,45,中青,已婚,二人世界,0,1,本科,1,金融从业,50305.1,5-10万,上海,三线,华东,企业合作,2019-03-05,1,728.73,大众,低风险,4,一般,31.66,0.7028,0.7528,0,2
